Index,CWE,Vulnerable,Ground_Ranking,Ground_Score,Id_of_description_1,Score_1,Id_of_description_2,Score_2,Id_of_description_3,Score_3
9981,20,1,2,0.726,1240,0.7351,,,,
9982,119,1,291,0.3607,1240,0.7362,,,,
9983,119,1,291,0.3956,,,,,,
10073,20,1,151,0.5525,1330,0.7421,,,,
10075,20,1,2,0.7004,,,,,,
10076,119,1,293,0.3648,,,,,,
10077,119,1,292,0.3623,,,,,,
10089,362,1,19,0.5998,1240,0.7453,,,,
10090,119,1,291,0.3625,1240,0.7376,,,,
10093,362,1,533,0.5119,626,0.762,707,0.7611,612,0.7557
10094,362,1,13,0.7186,1007,0.7403,328,0.7393,1250,0.7388
10095,362,1,443,0.5263,502,0.7478,1320,0.7473,1209,0.7431
10096,362,1,528,0.5116,612,0.7618,312,0.7601,1235,0.7546
10097,362,1,11,0.6676,,,,,,
10098,362,1,936,0.2829,531,0.7811,93,0.766,42,0.762
10099,362,1,592,0.4857,1391,0.7527,1282,0.7515,576,0.7484
10105,119,1,664,0.4252,482,0.765,491,0.762,97,0.7594
10106,119,1,210,0.6215,,,,,,
10110,200,1,85,0.5884,113,0.7345,1329,0.7341,916,0.7325
10111,20,1,2,0.7263,1240,0.7414,,,,
10112,20,1,2,0.7136,1240,0.7322,,,,
10113,200,1,86,0.4802,,,,,,
10119,119,1,285,0.3657,1240,0.7417,,,,
10121,119,1,291,0.3675,,,,,,
10122,362,1,19,0.588,1240,0.7366,,,,
10123,362,1,19,0.5934,1240,0.7351,,,,
10124,362,1,142,0.616,1022,0.7422,1224,0.7396,1316,0.7343
10125,119,1,295,0.3489,,,,,,
10126,119,1,282,0.3635,,,,,,
10127,119,1,302,0.3426,,,,,,
10129,119,1,295,0.3588,,,,,,
10130,20,1,2,0.7124,,,,,,
10131,119,1,299,0.3496,,,,,,
10132,119,1,293,0.3596,,,,,,
10133,119,1,291,0.3544,,,,,,
10134,20,1,1,0.7185,,,,,,
10137,119,1,291,0.3548,,,,,,
10138,119,1,295,0.3591,,,,,,
10141,119,1,289,0.3376,,,,,,
10142,119,1,294,0.5279,1317,0.7365,1274,0.7349,1252,0.7327
10143,119,1,303,0.4161,,,,,,
10144,119,1,296,0.4355,,,,,,
10147,119,1,290,0.3642,1240,0.7468,,,,
10148,20,1,2,0.721,1240,0.7465,,,,
10151,20,1,751,0.3932,1301,0.7585,1289,0.7561,197,0.7551
10152,20,1,279,0.5173,94,0.743,1221,0.7418,226,0.7401
10153,20,1,44,0.6176,,,,,,
10154,20,1,2,0.7079,,,,,,
10155,20,1,2,0.7154,,,,,,
10156,20,1,747,0.3941,1282,0.7503,1310,0.7447,1193,0.7439
10157,20,1,697,0.4117,34,0.7509,1248,0.7498,263,0.7496
10161,20,1,5,0.709,,,,,,
10163,119,1,296,0.3651,1240,0.742,,,,
10164,119,1,300,0.3641,,,,,,
10165,119,1,292,0.3665,1240,0.7427,,,,
10166,20,1,2,0.7271,1240,0.7442,,,,
10168,200,1,88,0.5307,,,,,,
10169,200,1,91,0.48,,,,,,
10170,119,1,290,0.4996,1326,0.7388,1389,0.7326,828,0.7326
10171,119,1,297,0.3547,1240,0.7324,,,,
10172,119,1,293,0.3619,1240,0.7405,,,,
10173,119,1,194,0.6561,34,0.7599,1295,0.7558,244,0.7531
10194,119,1,289,0.3727,1240,0.7338,,,,
10195,119,1,293,0.3653,1240,0.7385,,,,
10201,20,1,174,0.548,,,,,,
10202,119,1,299,0.3409,,,,,,
10203,119,1,295,0.3464,,,,,,
10204,119,1,296,0.3476,,,,,,
10205,119,1,281,0.5202,,,,,,
10206,119,1,300,0.3445,,,,,,
10207,119,1,293,0.3444,,,,,,
10208,119,1,294,0.3506,,,,,,
10209,119,1,295,0.3538,,,,,,
10210,119,1,296,0.3474,,,,,,
10211,119,1,283,0.3497,1299,0.7341,,,,
10212,119,1,304,0.3977,,,,,,
10213,119,1,291,0.3571,,,,,,
10214,119,1,283,0.3491,,,,,,
10215,20,1,603,0.4429,35,0.7378,1328,0.7372,1204,0.7371
10217,119,1,295,0.3894,,,,,,
10223,20,1,2,0.7136,1240,0.7307,,,,
10224,20,1,59,0.613,1329,0.7328,,,,
10228,20,1,2,0.7142,,,,,,
10229,20,1,2,0.7285,1240,0.7439,,,,
10230,362,1,20,0.5832,1240,0.7316,,,,
10231,362,1,19,0.5943,1240,0.737,,,,
10232,200,1,87,0.4882,1240,0.7344,,,,
10233,200,1,88,0.4808,,,,,,
10234,200,1,88,0.492,1240,0.7441,,,,
10235,200,1,89,0.491,1240,0.7412,,,,
10236,200,1,70,0.6785,662,0.7346,1246,0.7325,1264,0.731
10237,200,1,88,0.4928,1240,0.745,,,,
10238,200,1,90,0.483,1240,0.7402,,,,
10239,200,1,87,0.4914,1240,0.7396,,,,
10240,200,1,90,0.4872,1240,0.7385,,,,
10241,200,1,88,0.4897,,,,,,
10242,200,1,87,0.4881,1240,0.7407,,,,
10243,200,1,90,0.4883,1240,0.7391,,,,
10244,200,1,85,0.595,1251,0.7324,362,0.731,,
10245,200,1,27,0.7131,1224,0.7376,1311,0.7358,1022,0.7352
10246,200,1,78,0.6322,1330,0.7377,,,,
10247,200,1,90,0.5609,,,,,,
10248,200,1,86,0.4912,1240,0.7399,,,,
10249,200,1,91,0.485,1240,0.738,,,,
10250,200,1,84,0.6016,1251,0.7394,798,0.7342,1250,0.7318
10251,200,1,89,0.4895,1240,0.7398,,,,
10254,119,1,289,0.4516,,,,,,
10255,119,1,275,0.3683,1240,0.7332,,,,
10277,119,1,294,0.4712,,,,,,
10278,119,1,294,0.4523,,,,,,
10279,119,1,295,0.455,,,,,,
10280,20,1,2,0.7079,,,,,,
10281,119,1,301,0.5075,,,,,,
10282,119,1,22,0.7353,1315,0.754,138,0.7485,1125,0.746
10283,119,1,288,0.3533,,,,,,
10284,20,1,2,0.7131,,,,,,
10286,20,1,49,0.622,1329,0.7319,,,,
10287,119,1,288,0.3674,,,,,,
10289,200,1,90,0.4932,1240,0.7447,,,,
10290,119,1,295,0.4395,,,,,,
10301,200,1,637,0.4771,86,0.7469,1044,0.7364,1262,0.7354
10302,20,1,2,0.7103,,,,,,
10303,20,1,746,0.397,1282,0.7502,29,0.7462,1115,0.7456
10304,119,1,291,0.3604,,,,,,
10305,200,1,26,0.7231,1224,0.7537,1022,0.7449,1252,0.7404
10306,119,1,287,0.3785,,,,,,
10307,119,1,23,0.7463,1083,0.7595,28,0.7586,621,0.7572
10308,119,1,293,0.3692,1240,0.7313,,,,
10312,20,1,648,0.4267,1232,0.7516,250,0.7503,1278,0.748
10313,20,1,382,0.4908,1224,0.7462,1311,0.7435,1022,0.7413
10314,20,1,2,0.6829,,,,,,
10315,20,1,2,0.7198,1240,0.7422,,,,
10316,20,1,56,0.6035,,,,,,
10322,119,1,304,0.3507,,,,,,
10323,362,1,18,0.6014,1240,0.7403,,,,
10325,119,1,296,0.3616,,,,,,
10326,119,1,296,0.3591,,,,,,
10327,119,1,288,0.4307,1329,0.7328,,,,
10328,119,1,296,0.3937,,,,,,
10330,20,1,529,0.4539,1264,0.7383,1233,0.737,759,0.7354
10331,119,1,55,0.7089,316,0.741,527,0.7402,667,0.7378
10332,20,1,6,0.7068,,,,,,
10333,20,1,4,0.7102,,,,,,
10334,119,1,311,0.3462,,,,,,
10336,362,1,27,0.7031,1330,0.7452,1341,0.7366,1292,0.7354
10337,362,1,9,0.6846,,,,,,
10338,362,1,9,0.6966,1329,0.7306,,,,
10339,362,1,11,0.6724,,,,,,
10340,362,1,315,0.5681,662,0.7492,1039,0.7403,35,0.7401
10341,200,1,89,0.4887,1240,0.7384,,,,
10342,119,1,289,0.3648,,,,,,
10343,20,1,2,0.7271,1240,0.7414,,,,
10370,20,1,247,0.5306,1326,0.7481,828,0.7478,1223,0.7444
10371,20,1,3,0.695,,,,,,
10372,20,1,76,0.5947,,,,,,
10373,20,1,52,0.611,,,,,,
10374,20,1,2,0.722,1240,0.7449,,,,
10376,200,1,90,0.502,,,,,,
10377,200,1,86,0.5647,,,,,,
10378,200,1,90,0.4864,1240,0.7474,,,,
10379,200,1,89,0.4737,,,,,,
10380,200,1,38,0.7038,1222,0.7376,829,0.7335,1303,0.7333
10381,200,1,88,0.477,,,,,,
10382,200,1,87,0.5113,,,,,,
10383,200,1,89,0.4907,,,,,,
10384,200,1,88,0.5266,,,,,,
10385,200,1,90,0.4845,1240,0.7353,,,,
10386,200,1,90,0.4869,1240,0.7437,,,,
10387,200,1,10,0.7253,1224,0.7395,1339,0.7329,1268,0.732
10388,200,1,63,0.6141,,,,,,
10389,200,1,194,0.636,1320,0.7459,502,0.7336,250,0.7316
10390,200,1,79,0.6271,1330,0.7349,,,,
10391,200,1,153,0.6551,250,0.7424,1232,0.7412,1277,0.7408
10396,200,1,88,0.488,1240,0.7431,,,,
10397,200,1,86,0.4799,1240,0.7305,,,,
10398,200,1,626,0.4987,761,0.7506,524,0.7481,1094,0.7468
10399,119,1,301,0.3666,,,,,,
10400,119,1,298,0.4425,1329,0.7367,,,,
10401,119,1,269,0.5908,662,0.7477,207,0.7414,1233,0.7408
10402,119,1,297,0.5418,1224,0.7438,1022,0.7357,1231,0.7319
10403,119,1,281,0.3697,1240,0.7316,,,,
10404,119,1,282,0.367,1240,0.7353,,,,
10405,119,1,295,0.4002,,,,,,
10406,362,1,19,0.5938,1240,0.7336,,,,
10408,119,1,300,0.3524,,,,,,
10409,119,1,286,0.3861,,,,,,
10410,119,1,290,0.3608,1240,0.7308,,,,
10411,119,1,289,0.3648,1240,0.7362,,,,
10412,119,1,57,0.7125,527,0.7513,316,0.7453,567,0.7414
10413,119,1,296,0.3846,,,,,,
10415,20,1,2,0.7148,,,,,,
10425,119,1,298,0.3613,,,,,,
10427,20,1,1,0.7165,,,,,,
10429,200,1,89,0.49,1240,0.7446,,,,
10432,119,1,304,0.3555,,,,,,
10433,119,1,288,0.5455,1224,0.753,1316,0.7415,1022,0.7411
10434,200,1,92,0.4692,,,,,,
10444,362,1,291,0.5743,329,0.7421,1264,0.7413,1270,0.7379
10450,200,1,151,0.6623,1278,0.7581,1385,0.7506,250,0.7489
10451,200,1,638,0.5024,761,0.761,762,0.7592,1043,0.7539
10459,119,1,295,0.3648,,,,,,
10460,20,1,93,0.5784,,,,,,
10461,20,1,2,0.7189,1240,0.7305,,,,
10462,20,1,597,0.4367,35,0.7501,1385,0.7409,1039,0.7393
10463,20,1,2,0.7215,1240,0.7333,,,,
10465,20,1,2,0.7186,,,,,,
10466,20,1,514,0.4543,,,,,,
10467,20,1,8,0.6784,,,,,,
10468,20,1,1,0.7226,,,,,,
10473,59,1,780,0.2015,1240,0.7389,,,,
10476,287,1,868,0.1722,1351,0.7474,,,,
10477,20,1,2,0.7135,,,,,,
10480,362,1,18,0.5905,,,,,,
10481,362,1,753,0.429,1094,0.755,1074,0.7549,1046,0.7546
10482,362,1,527,0.5026,612,0.7437,312,0.743,1235,0.7404
10483,362,1,11,0.6662,,,,,,
10484,362,1,18,0.5962,1240,0.7386,,,,
10485,20,1,2,0.7226,1240,0.7339,,,,
10486,119,1,297,0.362,1240,0.7361,,,,
10487,20,1,1,0.6802,,,,,,
10488,119,1,298,0.3576,,,,,,
10489,119,1,297,0.3613,1240,0.7315,,,,
10490,119,1,288,0.3559,,,,,,
10491,119,1,292,0.3538,,,,,,
10492,119,1,298,0.3574,,,,,,
10494,476,1,631,0.2433,,,,,,
10495,415,1,310,0.3679,,,,,,
10496,119,1,298,0.3525,,,,,,
10497,119,1,293,0.3323,,,,,,
10498,119,1,300,0.3585,,,,,,
10508,119,1,299,0.353,,,,,,
10511,20,1,2,0.7131,1240,0.7304,,,,
10529,20,1,2,0.7026,,,,,,
10530,362,1,633,0.479,1331,0.7507,837,0.75,1301,0.7484
10536,119,1,296,0.362,1240,0.7363,,,,
10537,119,1,305,0.3578,,,,,,
10547,20,1,2,0.7161,1240,0.7327,,,,
10548,20,1,87,0.5817,,,,,,
10550,119,1,287,0.3628,,,,,,
10551,119,1,294,0.4019,,,,,,
10552,119,1,298,0.3534,,,,,,
10553,119,1,159,0.6621,1282,0.743,27,0.7344,1189,0.7329
10554,119,1,296,0.358,,,,,,
10555,119,1,296,0.357,,,,,,
10556,119,1,29,0.7275,616,0.7491,1104,0.7407,138,0.7405
10557,119,1,259,0.5738,,,,,,
10558,119,1,179,0.6439,31,0.7425,244,0.7317,34,0.7314
10559,119,1,281,0.4297,,,,,,
10560,119,1,300,0.359,1240,0.7336,,,,
10561,119,1,294,0.3695,1240,0.7371,,,,
10562,119,1,296,0.3548,,,,,,
10563,119,1,294,0.3611,,,,,,
10572,20,1,600,0.432,,,,,,
10573,20,1,2,0.714,,,,,,
10574,362,1,19,0.5975,1240,0.7404,,,,
10575,362,1,18,0.6026,1240,0.7329,,,,
10576,362,1,18,0.5944,1240,0.737,,,,
10577,20,1,878,0.3509,415,0.739,1071,0.7344,637,0.7338
10578,362,1,3,0.7247,,,,,,
10603,20,1,2,0.7142,,,,,,
10604,20,1,2,0.7201,1240,0.7329,,,,
10605,20,1,2,0.72,1240,0.7388,,,,
10606,119,1,294,0.3659,1240,0.7386,,,,
10607,20,1,505,0.4508,,,,,,
10615,20,1,2,0.7252,1240,0.7436,,,,
10616,200,1,90,0.5379,,,,,,
10619,119,1,288,0.363,1240,0.7324,,,,
10624,119,1,283,0.3627,,,,,,
10625,119,1,286,0.3619,1240,0.7327,,,,
10627,119,1,275,0.4948,,,,,,
10628,119,1,286,0.3549,1256,0.749,,,,
10629,119,1,285,0.3555,,,,,,
10630,119,1,284,0.3424,,,,,,
10631,119,1,283,0.3606,1240,0.7403,,,,
10632,119,1,291,0.3633,1240,0.738,,,,
10633,119,1,49,0.7378,1064,0.7678,1312,0.7635,1054,0.7631
10634,119,1,512,0.5468,1296,0.7752,57,0.7653,95,0.7633
10635,119,1,58,0.7212,527,0.7607,316,0.7584,925,0.752
10636,20,1,66,0.6079,1329,0.7341,,,,
10637,20,1,601,0.4371,35,0.7636,190,0.7499,1278,0.7481
10638,362,1,18,0.6006,1240,0.7367,,,,
10640,416,1,93,0.4629,,,,,,
10641,20,1,2,0.72,1240,0.7324,,,,
10642,20,1,2,0.7093,,,,,,
10643,20,1,2,0.7201,1240,0.7389,,,,
10644,119,1,298,0.3662,1240,0.7463,,,,
10645,119,1,289,0.3691,,,,,,
10646,119,1,286,0.3715,1240,0.7417,,,,
10647,119,1,293,0.3653,1240,0.7393,,,,
10648,119,1,296,0.3676,1240,0.7424,,,,
10649,20,1,34,0.6303,,,,,,
10652,20,1,5,0.6909,,,,,,
10653,20,1,2,0.7214,1240,0.7382,,,,
10654,20,1,5,0.6881,,,,,,
10655,20,1,5,0.686,,,,,,
10656,20,1,2,0.7202,1240,0.7361,,,,
10657,20,1,2,0.7221,1240,0.7377,,,,
10658,200,1,88,0.5357,,,,,,
10659,200,1,91,0.4843,1240,0.7413,,,,
10660,200,1,91,0.4891,1240,0.7383,,,,
10661,200,1,85,0.4901,1240,0.7413,,,,
10662,200,1,89,0.4867,1240,0.7373,,,,
10663,200,1,88,0.4843,1240,0.7401,,,,
10664,200,1,87,0.4949,,,,,,
10665,200,1,89,0.5056,,,,,,
10666,20,1,85,0.5923,113,0.7396,1251,0.7315,916,0.7315
10667,20,1,2,0.722,1240,0.7421,,,,
10668,20,1,2,0.7166,1240,0.7346,,,,
10669,20,1,118,0.5694,1250,0.7369,1007,0.7344,328,0.733
10670,20,1,2,0.723,1240,0.7395,,,,
10671,20,1,2,0.7284,1240,0.7397,,,,
10672,20,1,2,0.7238,1240,0.7416,,,,
10673,20,1,4,0.6952,,,,,,
10674,20,1,2,0.7223,1240,0.7436,,,,
10675,20,1,6,0.6699,,,,,,
10676,20,1,128,0.5648,,,,,,
10677,20,1,300,0.5111,226,0.739,1221,0.7365,831,0.7364
10678,20,1,72,0.5991,,,,,,
10679,20,1,2,0.7242,1240,0.7371,,,,
10680,20,1,95,0.5705,,,,,,
10681,20,1,53,0.6089,,,,,,
10682,20,1,2,0.7257,1240,0.7474,,,,
10683,20,1,2,0.7208,1240,0.7366,,,,
10684,20,1,2,0.7246,1240,0.7379,,,,
10685,20,1,2,0.7253,1240,0.7398,,,,
10686,20,1,5,0.6779,,,,,,
10687,20,1,110,0.5784,1250,0.7342,1007,0.7326,,
10688,20,1,2,0.7134,1240,0.733,,,,
10689,20,1,2,0.713,1240,0.7335,,,,
10690,20,1,2,0.7205,1240,0.7404,,,,
10691,20,1,2,0.723,1240,0.7411,,,,
10692,20,1,179,0.541,1336,0.7334,611,0.7312,,
10693,20,1,2,0.7048,1240,0.7339,,,,
10694,20,1,2,0.7141,1240,0.7337,,,,
10695,20,1,2,0.7252,1240,0.7477,,,,
10696,20,1,2,0.7223,1240,0.7446,,,,
10697,20,1,12,0.6539,,,,,,
10698,20,1,2,0.7237,1240,0.7386,,,,
10699,20,1,2,0.7216,1240,0.7421,,,,
10700,20,1,2,0.7174,1240,0.7418,,,,
10701,20,1,884,0.348,26,0.7474,621,0.7433,1281,0.7428
10702,20,1,2,0.7245,1240,0.7397,,,,
10703,20,1,2,0.7252,1240,0.7329,,,,
10704,20,1,2,0.7192,1240,0.7337,,,,
10705,20,1,2,0.7122,,,,,,
10706,20,1,2,0.7268,1240,0.7399,,,,
10707,89,1,121,0.4458,,,,,,
10725,20,1,2,0.7243,1240,0.7356,,,,
10727,22,1,23,0.7154,1317,0.7441,226,0.7392,1221,0.7352
10728,119,1,304,0.3532,,,,,,
10729,119,1,292,0.3587,1299,0.7368,,,,
10730,119,1,414,0.5894,785,0.7763,599,0.7581,795,0.7571
10731,119,1,97,0.7142,1074,0.7647,664,0.7631,1085,0.7582
10732,119,1,291,0.5216,1274,0.7407,497,0.7363,1252,0.7351
10733,119,1,293,0.355,,,,,,
10734,200,1,88,0.5031,,,,,,
10735,362,1,527,0.5109,312,0.7513,1235,0.7504,1342,0.7499
10737,200,1,110,0.6749,35,0.753,1267,0.744,1328,0.7412
10738,200,1,87,0.4903,,,,,,
10739,200,1,89,0.473,,,,,,
10744,362,1,19,0.5948,1240,0.7391,,,,
10745,362,1,18,0.5933,1240,0.7313,,,,
10746,200,1,88,0.4899,,,,,,
10747,200,1,51,0.6696,,,,,,
10748,20,1,44,0.6226,,,,,,
10749,20,1,5,0.6783,,,,,,
10750,362,1,19,0.5985,,,,,,
10751,362,1,20,0.5849,1240,0.7341,,,,
10752,362,1,19,0.6132,,,,,,
10753,20,1,2,0.717,1240,0.7378,,,,
10754,20,1,2,0.7188,1240,0.7447,,,,
10756,20,1,467,0.4671,1268,0.7432,1300,0.7357,1339,0.7329
10757,20,1,270,0.5049,,,,,,
10763,119,1,232,0.6041,35,0.7346,,,,
10765,200,1,85,0.5962,362,0.7337,798,0.7331,1251,0.7305
10771,200,1,85,0.4785,,,,,,
10772,200,1,83,0.5891,,,,,,
10773,200,1,86,0.4774,,,,,,
10774,59,1,786,0.1961,,,,,,
10775,119,1,288,0.4121,,,,,,
10776,119,1,292,0.3626,,,,,,
10777,119,1,217,0.6399,502,0.7603,1320,0.7587,520,0.7586
10778,119,1,301,0.3552,,,,,,
10779,59,1,782,0.1979,,,,,,
10780,119,1,302,0.3611,1240,0.7384,,,,
10785,119,1,296,0.3791,1240,0.7421,,,,
10786,119,1,298,0.4186,,,,,,
10788,119,1,300,0.3669,1240,0.7318,,,,
10790,119,1,366,0.5938,91,0.7341,,,,
10791,119,1,141,0.6896,1301,0.7516,24,0.751,912,0.7482
10793,362,1,24,0.5792,,,,,,
10794,119,1,290,0.3636,1240,0.7349,,,,
10795,119,1,284,0.3723,,,,,,
10796,362,1,19,0.5885,1240,0.7339,,,,
10797,362,1,23,0.5734,,,,,,
10798,362,1,5,0.7163,1250,0.7333,,,,
10799,362,1,18,0.5875,,,,,,
10801,20,1,1,0.7241,,,,,,
10802,20,1,6,0.7003,1256,0.7457,1299,0.7352,1351,0.7339
10807,119,1,284,0.4046,,,,,,
10808,119,1,287,0.4129,,,,,,
10809,119,1,291,0.3543,,,,,,
10847,119,1,296,0.3607,1240,0.7331,,,,
10848,22,1,51,0.5338,,,,,,
10849,22,1,51,0.5344,1240,0.7432,,,,
10859,362,1,21,0.5711,,,,,,
10860,119,1,289,0.3565,,,,,,
10875,59,1,781,0.1942,1240,0.7307,,,,
10876,59,1,782,0.2311,,,,,,
10877,59,1,781,0.1982,1240,0.7367,,,,
10878,59,1,784,0.2123,,,,,,
10879,59,1,788,0.1988,,,,,,
10880,59,1,783,0.2012,1240,0.7329,,,,
10881,59,1,784,0.1922,,,,,,
10882,59,1,780,0.2076,,,,,,
10883,59,1,783,0.2744,1326,0.7334,,,,
10884,59,1,780,0.3691,626,0.761,312,0.7584,29,0.7572
10885,59,1,277,0.6184,51,0.7706,333,0.7694,620,0.7603
10886,59,1,787,0.2364,,,,,,
10887,59,1,779,0.2026,1240,0.7416,,,,
10888,59,1,783,0.2243,,,,,,
10891,59,1,778,0.1969,1240,0.7396,,,,
10892,59,1,780,0.2191,,,,,,
10893,22,1,53,0.5275,,,,,,
10907,362,1,19,0.591,,,,,,
10908,20,1,1,0.7108,,,,,,
10909,119,1,291,0.3711,1240,0.731,,,,
10910,119,1,291,0.3638,1240,0.7371,,,,
10911,119,1,302,0.3599,,,,,,
10912,119,1,292,0.358,1240,0.741,,,,
10913,119,1,291,0.3652,1240,0.7378,,,,
10925,362,1,21,0.5829,,,,,,
10926,362,1,15,0.6434,,,,,,
10927,362,1,18,0.5926,1240,0.7304,,,,
10929,20,1,2,0.7223,1240,0.7336,,,,
10930,20,1,2,0.7174,,,,,,
10931,20,1,2,0.7231,1240,0.7344,,,,
10932,119,1,287,0.3626,,,,,,
10944,20,1,2,0.7179,1240,0.7327,,,,
10945,362,1,11,0.6837,,,,,,
10946,119,1,305,0.3561,,,,,,
10948,200,1,91,0.4897,1240,0.7321,,,,
10949,200,1,91,0.4904,1240,0.7308,,,,
10950,284,1,512,0.2786,,,,,,
10952,119,1,305,0.3453,,,,,,
10977,416,1,45,0.6866,,,,,,
10978,416,1,88,0.488,1240,0.7376,,,,
10979,20,1,2,0.7188,1240,0.7342,,,,
10980,476,1,638,0.284,,,,,,
10981,415,1,314,0.3549,1240,0.7342,,,,
10982,416,1,53,0.6883,1221,0.7459,831,0.7423,226,0.7413
10983,119,1,290,0.3681,,,,,,
10984,125,1,502,0.5664,583,0.7643,64,0.7624,1107,0.7608
10985,200,1,89,0.5349,,,,,,
10986,200,1,92,0.4808,,,,,,
10987,787,1,518,0.2877,1240,0.7404,,,,
10988,787,1,521,0.442,116,0.7539,1268,0.7505,416,0.7501
10989,400,1,151,0.424,,,,,,
10990,400,1,150,0.4155,,,,,,
10995,416,1,89,0.5423,,,,,,
10998,125,1,194,0.4019,,,,,,
10999,787,1,524,0.2863,1240,0.7307,,,,
11000,787,1,516,0.2909,,,,,,
11001,125,1,209,0.3822,,,,,,
11002,190,1,126,0.4289,,,,,,
11003,190,1,130,0.4259,,,,,,
11004,190,1,125,0.4441,1240,0.7367,,,,
11005,787,1,517,0.2932,,,,,,
11006,787,1,515,0.2942,,,,,,
11007,787,1,521,0.2844,,,,,,
11008,787,1,519,0.3985,,,,,,
11009,787,1,524,0.282,,,,,,
11010,787,1,521,0.2818,1240,0.7308,,,,
11011,787,1,512,0.2925,,,,,,
11012,787,1,519,0.2868,,,,,,
11013,119,1,169,0.6606,612,0.7467,626,0.7456,492,0.7439
11014,119,1,273,0.5361,1224,0.7329,1311,0.7316,,
11015,119,1,131,0.6903,1024,0.7512,1301,0.7479,918,0.7477
11016,119,1,293,0.3626,,,,,,
11017,119,1,300,0.3974,,,,,,
11018,119,1,299,0.4084,,,,,,
11019,119,1,272,0.5757,759,0.7376,1233,0.7348,329,0.7346
11020,119,1,243,0.6063,1385,0.7494,1278,0.7416,1236,0.7378
11021,119,1,302,0.3639,,,,,,
11022,119,1,273,0.5525,1224,0.7433,1339,0.736,1268,0.7351
11023,119,1,258,0.5816,829,0.7479,843,0.7403,472,0.7371
11024,119,1,292,0.3725,,,,,,
11025,119,1,98,0.7105,1094,0.7624,1089,0.7548,1097,0.7536
11026,119,1,155,0.6895,762,0.7607,761,0.7595,86,0.7595
11027,119,1,127,0.696,1120,0.7513,1094,0.7487,1085,0.747
11028,119,1,126,0.697,1120,0.7519,1094,0.7495,1085,0.748
11029,119,1,132,0.6756,1331,0.7312,,,,
11030,476,1,638,0.308,,,,,,
11031,476,1,280,0.5961,545,0.8,59,0.7909,268,0.7817
11032,20,1,237,0.5253,1326,0.748,1223,0.7392,319,0.7381
11033,416,1,201,0.6429,920,0.7487,34,0.7486,244,0.746
11034,416,1,405,0.5846,527,0.759,316,0.7556,1234,0.7513
11035,416,1,661,0.4877,615,0.7663,590,0.7587,1096,0.7577
11036,416,1,91,0.4803,,,,,,
11037,190,1,129,0.4293,,,,,,
11038,190,1,126,0.496,,,,,,
11040,20,1,3,0.725,1299,0.7404,1323,0.7355,,
11041,20,1,5,0.7109,,,,,,
11042,400,1,154,0.4251,,,,,,
11043,400,1,152,0.4285,1240,0.7366,,,,
11044,400,1,157,0.4197,1240,0.732,,,,
11045,119,1,294,0.3697,1240,0.7383,,,,
11046,416,1,91,0.4923,,,,,,
11047,416,1,91,0.4793,,,,,,
11048,20,1,2,0.7119,,,,,,
11049,476,1,635,0.3194,,,,,,
11050,284,1,513,0.2891,1240,0.7459,,,,
11051,284,1,510,0.2901,1240,0.7433,,,,
11052,284,1,514,0.2899,1240,0.7463,,,,
11053,119,1,290,0.3579,1240,0.7305,,,,
11054,119,1,287,0.361,,,,,,
11055,284,1,518,0.2725,,,,,,
11056,125,1,197,0.408,1240,0.7375,,,,
11057,362,1,20,0.594,1240,0.7366,,,,
11058,125,1,187,0.3916,,,,,,
11059,125,1,200,0.3975,,,,,,
11060,416,1,90,0.486,1240,0.7386,,,,
11061,416,1,91,0.5595,,,,,,
11062,416,1,457,0.564,777,0.75,1125,0.7497,213,0.7484
11063,416,1,687,0.4807,1056,0.7602,1086,0.7565,923,0.7563
11064,190,1,124,0.4442,,,,,,
11065,119,1,287,0.3554,,,,,,
11066,119,1,290,0.3577,,,,,,
11067,20,1,2,0.7231,1240,0.7438,,,,
11068,20,1,2,0.714,,,,,,
11069,20,1,2,0.7228,1240,0.743,,,,
11070,119,1,292,0.3524,,,,,,
11071,119,1,297,0.3665,1240,0.7364,,,,
11072,119,1,291,0.365,1240,0.7328,,,,
11073,416,1,11,0.7074,,,,,,
11074,119,1,301,0.366,1240,0.7356,,,,
11075,119,1,85,0.716,1331,0.7658,1234,0.7646,527,0.7552
11076,119,1,293,0.3616,1240,0.7338,,,,
11077,119,1,291,0.3599,,,,,,
11078,119,1,299,0.37,,,,,,
11080,125,1,194,0.4033,,,,,,
11081,285,1,279,0.3686,1240,0.7308,,,,
11082,287,1,852,0.1733,,,,,,
11083,119,1,290,0.5023,1273,0.7349,22,0.7303,,
11084,119,1,280,0.4716,1341,0.7322,,,,
11085,476,1,627,0.3246,1330,0.7352,,,,
11086,476,1,635,0.2546,,,,,,
11087,476,1,635,0.2547,,,,,,
11088,20,1,2,0.6921,,,,,,
11089,787,1,537,0.2881,,,,,,
11090,787,1,536,0.4167,1311,0.7392,1224,0.7362,1317,0.7336
11091,787,1,532,0.2896,,,,,,
11092,787,1,518,0.2784,,,,,,
11093,787,1,526,0.2793,,,,,,
11094,787,1,532,0.2745,,,,,,
11095,74,1,69,0.5116,1240,0.7439,,,,
11096,74,1,69,0.5099,1240,0.7432,,,,
11097,502,1,137,0.443,,,,,,
11099,119,1,286,0.3614,,,,,,
11100,119,1,295,0.3594,,,,,,
11101,119,1,292,0.3539,,,,,,
11102,119,1,295,0.3659,,,,,,
